Event Date,Event Date,Shows,Artist,Revenue (USD),Tickets Sold,Capacity,%,Venue,City,Country,,,
04/26/2025,04/26/2025,1,The Millennium Tour,784499,7194,7194,100%,Oakland Arena,Oakland,United States,,,
04/26/2025,04/26/2025,1,Tom Segura,274862,4186,4992,83.85%,Mountain America Center,Idaho Falls,United States,,,
04/26/2025,04/26/2025,1,Trevor Noah,656667,6775,7000,96.79%,Etihad Arena,Abu Dhabi,United Arab Emirates,,,
04/26/2025,04/26/2025,1,Zac Brown Band,1055832,5500,5500,100%,Hard Rock Live,Atlantic City,United States,,,
04/26/2025,04/26/2025,1,Zeds Dead,217395,4713,6650,70.87%,Cable Dahmer Arena,Independence,United States,,,
04/25/2025,04/25/2025,1,Airbag,109532,15936,15936,100%,FEXCO Arena,Cochabamba,Bolivia,,,
04/25/2025,04/25/2025,1,Behemoth,365911,6193,6193,100%,Hala Stulecia,Wroclaw,Poland,,,
04/25/2025,04/25/2025,2,Bryan Adams,147306,1598,1598,100%,Eden Court Theatre,Inverness,Scotland,,,
04/25/2025,04/26/2025,2,Cody Johnson,1661085,19628,19628,100%,Cajundome,Lafayette,United States,,,
04/25/2025,04/25/2025,1,Disturbed,1058023,11118,11118,100%,Frost Bank Center,San Antonio,United States,,,
04/25/2025,04/25/2025,1,Ha*Ash,117088,1585,1585,100%,Moore Theatre,Seattle,United States,,,
04/25/2025,04/25/2025,1,Heart,728548,9435,10172,92.75%,Canadian Tire Centre,Ottawa,Canada,,,
04/25/2025,04/25/2025,1,Hombres G,1309968,14040,15029,93.42%,Estadio Banorte,Monterrey,Mexico,,,
04/25/2025,04/27/2025,3,Kaytranada,2170468,29663,29663,100%,Alexandra Palace,London,England,,,
04/25/2025,04/25/2025,1,Kylie Minogue,1201113,8803,10244,85.93%,Climate Pledge Arena,Seattle,United States,,,
04/25/2025,04/25/2025,1,Machine Head,87313,1683,4294,39.19%,Santander Arena,Reading,United States,,,
04/25/2025,04/25/2025,1,MercyMe,224472,4941,5438,90.86%,Cable Dahmer Arena,Independence,United States,,,
04/25/2025,04/25/2025,1,Quevedo,448690,6246,8181,76.35%,Auditorio Telmex,Guadalajara,Mexico,,,
04/25/2025,04/28/2025,3,Rauw Alejandro,7297189,34806,34986,99.49%,Intuit Dome,Inglewood,United States,,,
04/25/2025,04/25/2025,1,Rod Stewart,1154164,8158,8158,100%,Nokia Arena,Tampere,Finland,,,
04/25/2025,04/25/2025,1,The Millennium Tour,661489,6408,6802,94.21%,MGM Grand Garden,Las Vegas,United States,,,
04/25/2025,04/26/2025,2,TOMORROW X TOGETHER,2080897,16992,17028,99.79%,Sky Expo,Nagoya,Japan,,,
04/25/2025,04/25/2025,1,"Tyler, The Creator",1449205,17319,17319,100%,Sportpaleis,Antwerp,Belgium,,,
04/25/2025,04/25/2025,1,World Wrestling Entertainment,1493662,11462,11462,100%,Dickies Arena,Fort Worth,United States,,,
04/25/2025,04/25/2025,1,Zac Brown Band,970926,5288,5500,96.15%,Hard Rock Live,Atlantic City,United States,,,
04/25/2025,04/25/2025,1,Zach Top,434241,6488,12236,53.02%,The Blue Room,Statesboro,United States,,,
04/24/2025,04/24/2025,1,Chase Atlantic,341100,6000,6000,100%,AFAS Live,Amsterdam,Netherlands,,,
04/24/2025,04/24/2025,1,Erreway,568579,7885,9000,87.61%,Coliseo General Rumiñahui,Quito,Ecuador,,,
04/24/2025,04/24/2025,1,Hans Zimmer,999847,8636,8636,100%,Entertainment Centre,Brisbane,Australia,,,
04/24/2025,04/24/2025,1,J Balvin,698249,8821,10322,85.46%,Moody Center,Austin,United States,,,
04/24/2025,04/24/2025,1,MercyMe,258175,6067,6856,88.49%,Pinnacle Bank Arena,Lincoln,United States,,,
04/24/2025,04/26/2025,2,Metallica,11994733,91968,91968,100%,Rogers Centre,Toronto,Canada,,,
04/24/2025,04/24/2025,1,Polo & Pan,159975,3162,3162,100%,Auditorio BB,Mexico City,Mexico,,,
04/24/2025,04/24/2025,1,Rüfüs Du Sol,963700,15641,15641,100%,Cynthia Woods Mitchell Pavilion,Woodlands,United States,,,
04/24/2025,04/24/2025,1,System Of A Down,4456558,43000,43000,100%,Estadio El Campín,Bogotá,Colombia,,,
04/24/2025,04/24/2025,1,The Lumineers,456185,7332,9458,77.52%,O2 Arena,Prague,Czech Republic,,,
04/24/2025,04/24/2025,1,Tyler Childers,1295366,16683,16683,100%,PNC Music Pavilion,Charlotte,United States,,,
04/23/2025,04/23/2025,1,Behemoth,133853,1467,1467,100%,Palladium,Riga,Latvia,,,
04/23/2025,04/23/2025,1,Chase Atlantic,407196,6492,6492,100%,Zenith,Paris,France,,,
04/23/2025,04/24/2025,2,HAIM,223875,2985,2985,100%,The Bellwether,Los Angeles,United States,,,
04/23/2025,04/23/2025,1,Hombres G,3925435,54462,57341,94.98%,Estadio GNP Seguros,Mexico City,Mexico,,,
04/23/2025,04/23/2025,1,J Balvin,851056,9595,10617,90.37%,Dickies Arena,Fort Worth,United States,,,
04/23/2025,04/26/2025,3,Katy Perry,7166505,49239,49239,100%,Arena Ciudad de México,Mexico City,Mexico,,,
04/23/2025,04/23/2025,1,Kendrick Lamar & SZA,9449459,42205,45256,93.26%,NRG Stadium,Houston,United States,,,
04/23/2025,04/24/2025,2,Masters of Rock,1898384,22014,33044,66.62%,Movistar Arena,Santiago,Chile,,,
04/23/2025,04/23/2025,1,Quevedo,796751,13299,20149,66.01%,Palacio de los Deportes,Mexico City,Mexico,,,
04/23/2025,04/23/2025,1,Rauw Alejandro,2464798,12597,12597,100%,Footprint Center,Phoenix,United States,,,
04/23/2025,04/23/2025,1,Rüfüs Du Sol,982251,19449,19449,100%,Dos Equis Pavilion,Dallas,United States,,,
04/23/2025,04/23/2025,1,The Lumineers,605103,6984,9495,73.55%,Stadthalle,Vienna,Austria,,,
04/23/2025,04/23/2025,1,Tyler Childers,1325724,18464,18464,100%,Coastal Credit Union Music Park,Raleigh,United States,,,
04/22/2025,04/23/2025,2,Arcade Fire,751617,6078,6330,96.02%,Teatro Metropolitan,Mexico City,Mexico,,,
04/22/2025,04/22/2025,1,Behemoth,240495,3391,4864,69.72%,Ice Arena,Helsinki,Finland,,,
04/22/2025,04/22/2025,1,Central Cee,538185,6680,8350,80.01%,3Arena,Dublin,Ireland,,,
04/22/2025,04/23/2025,2,Charli XCX,3383723,24169,24169,100%,Moody Center,Austin,United States,,,
04/22/2025,04/22/2025,1,Chase Atlantic,402960,6406,6406,100%,Zenith,Paris,France,,,
04/22/2025,04/22/2025,1,Ghost,949790,10950,15948,68.66%,Sportpaleis,Antwerp,Belgium,,,
04/22/2025,04/22/2025,1,Kaleo,101607,2102,3115,67.48%,Audio Club,São Paulo,Brazil,,,
04/22/2025,04/22/2025,1,Kylie Minogue,964259,6399,7842,81.60%,Chase Center ,San Francisco,United States,,,
04/22/2025,04/22/2025,1,MercyMe,334699,6535,8670,75.37%,Red Rocks Amphitheatre,Morrison,United States,,,
04/22/2025,04/22/2025,1,Poppy,72344,1863,2100,88.71%,The Marquee,Tempe,United States,,,
04/22/2025,04/22/2025,1,Sugababes,125095,2463,7348,33.52%,Lotto Arena,Antwerp,Belgium,,,
04/21/2025,04/21/2025,1,Burna Boy,1338176,13204,15458,85.42%,Co-op Live,Manchester,England,,,
04/21/2025,04/21/2025,1,Nelly,543660,8960,9470,94.61%,Rogers Place,Edmonton,Canada,,,
04/21/2025,04/21/2025,1,Nick Cave & The Bad Seeds,381885,4030,6000,67.17%,The Anthem,Washington,United States,,,
04/21/2025,04/21/2025,1,Sublime,828190,9141,9141,100%,Red Rocks Amphitheatre,Morrison,United States,,,
04/21/2025,04/21/2025,1,World Wrestling Entertainment,3480131,16738,16738,100%,T-Mobile Arena,Las Vegas,United States,,,
04/20/2025,04/20/2025,1,Bullet For My Valentine,126525,2376,2837,83.75%,Steelhouse,Omaha,United States,,,
04/20/2025,04/20/2025,1,Sean Paul,876420,10911,11664,93.54%,AO Arena,Manchester,England,,,
04/20/2025,04/20/2025,1,Soulja Boy,20310,611,850,71.88%,The Regency Live,Springfield,United States,,,
04/20/2025,04/20/2025,1,Wiz Khalifa,680551,9011,9133,98.66%,Red Rocks Amphitheatre,Morrison,United States,,,
04/19/2025,04/20/2025,2,Beck,724960,8260,8260,100%,Royal Albert Hall ,London,England,,,
04/19/2025,04/19/2025,1,Central Cee,818481,10916,14419,75.71%,Co-op Live,Manchester,England,,,
04/19/2025,04/19/2025,1,J Balvin,497409,5256,5256,100%,Payne Arena,Hidalgo,United States,,,
04/19/2025,04/20/2025,2,J-HOPE,5217690,38721,38721,100%,Super Arena,Saitama,Japan,,,
04/19/2025,04/19/2025,1,Kendrick Lamar & SZA,9124989,47354,47354,100%,U.S. Bank Stadium,Minneapolis,United States,,,
04/19/2025,04/19/2025,1,Kylie Minogue,828190,5303,9627,55.08%,PHX Arena,Phoenix,United States,,,
04/19/2025,04/20/2025,2,Le Sserafim,961594,8507,8507,100%,Inspire Arena,Incheon,South Korea,,,
04/19/2025,04/19/2025,1,Metallica,6542760,45652,45652,100%,JMA Wireless Dome,Syracuse,United States,,,
04/19/2025,04/19/2025,1,Omar Courtz,89870,1600,1600,100%,Big Night Live,Boston,United States,,,
04/19/2025,04/19/2025,1,The Fray,56140,1527,1632,93.57%,Hard Rock Live,Bristol,United States,,,
04/19/2025,04/19/2025,1,Tyler Childers,4517931,41858,41858,100%,Kroger Field,Lexington,United States,,,
04/18/2025,04/18/2025,1,Behemoth,175953,2689,3000,89.63%,B-K,Stockholm,Sweden,,,
04/18/2025,04/18/2025,1,Burna Boy,4528368,43881,56811,77.24%,Stade de France,Paris,France,,,
04/18/2025,04/18/2025,1,Chase Atlantic,768007,13424,13424,100%,Uber Arena ,Berlin,Germany,,,
04/18/2025,04/18/2025,1,Gazo,1891237,34431,38000,90.61%,La Défense Arena,Paris,France,,,
04/18/2025,04/19/2025,3,Hugh Jackman,3139052,15330,17822,86.02%,Radio City Music Hall ,New York,United States,,,
04/18/2025,04/18/2025,1,World Wrestling Entertainment,924449,9854,12686,77.68%,T-Mobile Arena,Las Vegas,United States,,,
04/18/2025,04/18/2025,1,MercyMe,179439,4002,4212,95.01%,Great Southern Bank Arena,Springfield,United States,,,
04/18/2025,04/18/2025,1,Nelly,629454,10427,10800,96.55%,Canada Life Centre,Winnipeg,Canada,,,
04/18/2025,04/18/2025,1,Sean Paul,1069128,10930,10930,100%,Wembley Arena,London,England,,,
04/18/2025,04/18/2025,1,Soulja Boy,37607,1400,1876,74.63%,The Cotillion,Wichita,United States,,,
04/17/2025,04/17/2025,1,Ha*Ash,324571,4279,4279,100%,Rosemont Theatre,Rosemont,United States,,,
04/17/2025,04/17/2025,1,J Balvin,736670,9725,11366,85.56%,Toyota Center,Houston,United States,,,
04/17/2025,04/17/2025,1,Jon Batiste,250818,4454,4543,98.04%,Fox Theatre,Atlanta,United States,,,
04/17/2025,04/17/2025,1,Kaleo,27167,621,2000,31.05%,Sacadura 154,Rio De Janeiro,Brazil,,,
04/17/2025,04/17/2025,1,Kylie Minogue,941753,7714,9892,77.98%,Moody Center,Austin,United States,,,
04/17/2025,04/17/2025,1,Nick Cave & The Bad Seeds,877969,10310,10310,100%,Barclays Center,New York,United States,,,
04/17/2025,04/17/2025,1,Rauw Alejandro,2331114,12242,12242,100%,Ball Arena,Denver,United States,,,
04/17/2025,04/17/2025,1,Soulja Boy,21750,650,650,100%,Aggie Theatre,Fort Collins,United States,,,
04/17/2025,04/17/2025,1,The Fray ,64310,909,909,100%,Music Hall,Charleston,United States,,,
04/17/2025,04/19/2025,3,Zeds Dead,334500,6000,6000,100%,The Concourse Project,Austin,United States,,,
04/16/2025,04/16/2025,1,Beabadoobee,276369,2980,2980,100%,The Chelsea,Las Vegas,United States,,,
04/16/2025,04/16/2025,1,Central Cee,333647,5173,8388,61.67%,Forest National,Brussels,Belgium,,,
04/16/2025,04/16/2025,1,Chase Atlantic,882023,13074,13074,100%,Atlas Arena,Łódź,Poland,,,
04/16/2025,04/25/2025,6,Coldplay,34448581,318309,318309,100%,Goyang Stadium,Goyang,South Korea,,,
04/16/2025,04/16/2025,1,Disturbed,515438,6343,6343,100%,Legacy Arena,Birmingham,United States,,,
04/16/2025,04/16/2025,1,Fireboy DML,272037,3386,4371,77.47%,Royal Albert Hall,London,England,,,
04/16/2025,04/16/2025,1,G-Eazy,68313,1816,2929,62.01%,Steelhouse,Omaha,United States,,,
04/16/2025,04/16/2025,1,Ghost,1151924,12337,12337,100%,OVO Hydro,Glasgow,Scotland,,,
04/16/2025,04/16/2025,1,Heart,863835,5841,5841,100%,Radio City Music Hall,New York,United States,,,
04/16/2025,04/16/2025,1,One Ok Rock,285568,4835,4835,100%,Arena 1,Lima,Peru,,,
04/16/2025,04/16/2025,1,P.O.D. ,58206,1000,1000,100%,Roxy,Prague,Czech Republic,,,
04/16/2025,04/16/2025,1,Soulja Boy,19004,500,500,100%,Black Sheep,Colorado Springs,United States,,,
04/16/2025,04/16/2025,1,Willie Nelson,322446,4557,6735,67.66%,The Orion Amphitheater,Huntsville,United States,,,
04/15/2025,04/15/2025,1,Central Cee,429004,7162,10400,68.87%,PSD Bank Dome,Düsseldorf,Germany,,,
04/15/2025,04/15/2025,1,Chase Atlantic,644806,9038,9038,100%,Sportovní hala Fortuna,Prague,Czech Republic,,,
04/15/2025,04/15/2025,1,Ghost,1455198,14424,14424,100%,AO Arena,Manchester,England,,,
04/15/2025,04/15/2025,1,Nelly,535282,9696,10620,91.30%,Centre Bell,Montreal,Canada,,,
04/15/2025,04/15/2025,1,Rauw Alejandro,1611833,10865,10865,100%,Delta Center,Salt Lake City,United States,,,
04/15/2025,04/15/2025,1,Sean Paul,400329,5747,6718,85.55%,OVO Hydro,Glasgow,Scotland,,,
04/15/2025,04/15/2025,1,Soulja Boy,24125,850,850,100%,Mesa Theater,Grand Junction,United States,,,
04/15/2025,04/16/2025,2,The Brothers,4033680,24577,29617,82.98%,Madison Square Garden,New York,United States,,,
04/14/2025,04/14/2025,1,Franz Ferdinand,77377,2106,2106,100%,MTELUS,Montreal,Canada,,,
04/14/2025,04/14/2025,1,Kylie Minogue,1275293,8025,10634,75.47%,Kaseya Center,Miami,United States,,,
04/14/2025,04/14/2025,1,Lenny Kravitz,1052735,10804,10958,98.59%,Arkea Arena,Floirac,France,,,
04/14/2025,04/14/2025,1,Nelly,414323,6937,7516,92.30%,Canadian Tire Centre,Ottawa,Canada,,,
04/14/2025,04/14/2025,1,World Wrestling Entertainment,1697100,13435,13435,100%,Golden 1 Center,Sacramento,United States,,,
04/13/2025,04/13/2025,1,Chase Atlantic,328394,4206,4206,100%,K.B. Hallen,Frederiksberg,Denmark,,,
04/13/2025,04/14/2025,2,Finneas,169464,3303,3303,100%,3Olympia,Dublin,Ireland,,,
04/13/2025,04/13/2025,1,J Balvin,1147365,13719,13719,100%,United Center,Chicago,United States,,,
04/13/2025,04/13/2025,1,Kylie Minogue,877492,5763,7790,73.98%,Kia Center,Orlando,United States,,,
04/13/2025,04/13/2025,1,MercyMe,324684,7053,11198,62.98%,Van Andel Arena,Grand Rapids,United States,,,
04/13/2025,04/13/2025,1,One Ok Rock,296583,7002,7808,89.68%,Espaço Unimed,São Paulo,Brazil,,,
04/13/2025,04/13/2025,1,Rauw Alejandro,1821160,9964,9964,100%,Save Mart Center,Fresno,United States,,,
04/13/2025,04/13/2025,1,Sean Paul,604128,8100,8583,94.37%,First Direct Arena,Leeds,England,,,
04/13/2025,04/13/2025,1,Soulja Boy,17365,605,900,67.22%,Nile Theater,Mesa,United States,,,
04/13/2025,04/13/2025,1,Tom Morello,109780,1748,1900,92.01%,Forum,Melbourne,Australia,,,
04/13/2025,04/13/2025,1,TREASURE,315269,2551,2819,90.49%,YouTube Theater,Inglewood,United States,,,
04/12/2025,04/12/2025,1,Behemoth,235810,3802,4600,82.65%,O2 Academy,London,England,,,
04/12/2025,04/12/2025,1,Bob Dylan,239594,2389,2389,100%,Embassy Theatre ,Fort Wayne,United States,,,
04/12/2025,04/12/2025,1,Chase Atlantic,368287,6498,6498,100%,Alsterdorfer Sporthalle,Hamburg,Germany,,,
04/12/2025,04/12/2025,1,Duki,446044,7850,10450,75.12%,Metropolitano,Rosario,Argentina,,,
04/12/2025,04/13/2025,2,J-HOPE,4579658,22138,22138,100%,Mall of Asia Arena,Manila,Philippines,,,
04/12/2025,04/12/2025,1,Kelsea Ballerini,1107838,12852,13154,97.70%,PPG Paints Arena,Pittsburgh,United States,,,
04/12/2025,04/12/2025,1,Kevin Hart ,793563,6994,6994,100%,Frost Bank Center, San Antonio,United States,,,
04/12/2025,04/12/2025,1,Nelly,313092,5712,5875,97.23%,Avenir Centre,Moncton,Canada,,,
04/12/2025,04/12/2025,1,Papa Roach,362919,5283,7087,74.54%,Resch Center ,Green Bay,United States,,,
04/12/2025,04/13/2025,2,Shakira,7503853,73217,73217,100%,Estadio Atanasio Girardot,Medellín,Colombia,,,
04/12/2025,04/12/2025,1,The Millennium Tour,824493,6241,6440,96.91%,Yuengling Center,Tampa,United States,,,
04/12/2025,04/12/2025,1,The Script,300000,10000,10000,100%,Dubai Media City Amphitheater,Dubai,United Arab Emirates,,,
04/12/2025,04/13/2025,2,TOMORROW X TOGETHER,1794970,14546,14546,100%,Anabuki Arena,Kagawa,Japan,,,
04/12/2025,04/12/2025,1,Ultra Music Festival,2604290,24000,25000,96.01%,Flemington Racecourse,Melbourne,Australia,,,
04/12/2025,04/12/2025,1,Zeds Dead,356695,7000,7000,100%,Armory,Minneapolis,United States,,,
04/11/2025,04/12/2025,2,André Rieu,1768477,16187,17236,93.91%,3Arena,Dublin,Ireland,,,
04/11/2025,04/13/2025,3,BabyMonster,3386936,40936,40936,100%,K-Arena,Yokohama,Japan,,,
04/11/2025,04/11/2025,1,Beabadoobee,169039,2841,2841,100%,Hard Rock Live,Wheatland,United States,,,
04/11/2025,04/11/2025,1,Bullet For My Valentine,373045,5711,5711,100%,YouTube Theater,Inglewood,United States,,,
04/11/2025,04/11/2025,1,Illenium,351461,4913,4993,98.40%,MGM Music Hall,Boston,United States,,,
04/11/2025,04/11/2025,1,J Balvin,1002224,11363,12183,93.27%,Prudential Center,Newark,United States,,,
04/11/2025,04/11/2025,1,Kelsea Ballerini,891910,10695,11304,94.61%,KeyBank Center ,Buffalo,United States,,,
04/11/2025,04/11/2025,1,Kevin Hart,551653,5924,7129,83.10%,Orion Amphitheater,Huntsville,United States,,,
04/11/2025,04/11/2025,1,Kylie Minogue,731425,4861,7942,61.21%,State Farm Arena,Atlanta,United States,,,
04/11/2025,04/11/2025,1,MercyMe,218368,4883,6294,77.58%,Rupp Arena,Lexington,United States,,,
04/11/2025,04/11/2025,1,Nelly,549855,8938,9084,98.39%,Scotiabank Centre,Halifax,Canada,,,
04/11/2025,04/11/2025,1,World Wrestling Entertainment,1323262,10322,12799,80.65%,Climate Pledge Arena,Seattle,United States,,,
04/11/2025,04/11/2025,1,Rauw Alejandro,2293662,13522,13522,100%,T-Mobile Arena,Las Vegas,United States,,,
04/11/2025,04/12/2025,2,Reggae Fest - The Return Of Vybz Kartel,8382799,31126,31126,100%,Barclays Center,New York,United States,,,
04/11/2025,04/11/2025,1,Snow Patrol,185645,3191,3191,100%,The Anthem,Washington,United States,,,
04/11/2025,04/11/2025,1,Soulja Boy,26032,603,900,67.01%,Fremont Theater,San Luis Obispo,United States,,,
04/11/2025,04/11/2025,1,Zeds Dead,193112,4719,5065,93.17%,713 Music Hall,Houston,United States,,,
04/10/2025,04/10/2025,1,André Rieu,905995,7542,7788,96.84%,SSE Arena,Belfast,Northern Ireland,,,
04/10/2025,04/10/2025,1,Kevin Hart,507489,5617,6592,85.21%,Paycom Center,Oklahoma City,United States,,,
04/10/2025,04/10/2025,1,MercyMe,129911,2681,4557,58.83%,ExploreAsheville.com Arena,Asheville,United States,,,
04/10/2025,04/10/2025,1,One Ok Rock,214064,2542,2542,100%,C Complejo Art Media,Buenos Aires,Argentina,,,
04/10/2025,04/10/2025,1,Papa Roach,329665,5523,8569,64.45%,CHI Health Center,Omaha,United States,,,
04/10/2025,04/10/2025,1,TREASURE,171170,1508,3009,50.12%,Paramount Theatre,Oakland,United States,,,
04/09/2025,04/13/2025,4,Barry Manilow,2448573,18173,29710,61.17%,Radio City Music Hall,New York,United States,,,
04/09/2025,04/09/2025,1,Beabadoobee,356389,6336,6336,100%,Moda Center,Portland,United States,,,
04/09/2025,04/09/2025,1,Deftones,1333688,14291,14291,100%,Prudential Center,Newark,United States,,,
04/09/2025,04/09/2025,1,Duki,442220,8597,9172,93.73%,Aconcagua Arena ,Mendoza,Argentina,,,
04/09/2025,04/09/2025,1,Kelsea Ballerini,710074,7970,8439,94.44%,North Charleston Coliseum,North Charleston,United States,,,
04/09/2025,04/09/2025,1,Kylie Minogue,1299751,8327,9300,89.54%,TD Garden,Boston,United States,,,
04/09/2025,04/09/2025,1,Tyler Childers,1498022,13305,13305,100%,Target Center,Minneapolis,United States,,,
04/08/2025,04/08/2025,1,Behemoth,133767,1684,2200,76.55%,Halle 622,Zürich,Switzerland,,,
04/08/2025,04/12/2025,4,Coldplay,32941256,183980,183980,100%,Kai Tak Stadium,Hong Kong,Hong Kong,,,
04/08/2025,04/08/2025,1,J Balvin,915693,11935,11935,100%,Scotiabank Arena,Toronto,Canada,,,
04/08/2025,04/08/2025,1,Kelsea Ballerini,814290,7888,8892,88.71%,Bon Secours Wellness Arena,Greenville,United States,,,
04/08/2025,04/08/2025,1,Kylie Minogue,1367415,8964,9688,92.53%,Capital One Arena,Washington,United States,,,
04/08/2025,04/08/2025,1,Lenny Kravitz,1135476,17262,17262,100%,MEO Arena,Lisbon,Portugal,,,
04/08/2025,04/08/2025,1,Rauw Alejandro,2183886,12027,12027,100%,Golden 1 Center,Sacramento,United States,,,
04/08/2025,04/08/2025,1,Sugababes,225513,3817,7495,50.93%,First Direct Arena,Leeds,England,,,
04/07/2025,04/07/2025,1,J Balvin,560447,6924,7275,95.18%,Place Bell,Laval,Canada,,,
04/07/2025,04/07/2025,1,Justice,162257,3136,4891,64.12%,Movistar Arena,Santiago,Chile,,,
04/07/2025,04/07/2025,1,Rauw Alejandro,2495174,12593,12593,100%,Chase Center,San Francisco,United States,,,
04/07/2025,04/08/2025,2,Sfera Ebbasta,1552538,24975,24975,100%,Unipol Forum,Milan,Italy,,,
04/07/2025,04/07/2025,1,Tyler Childers,1270103,12159,12159,100%,Paycom Center,Oklahoma City,United States,,,
04/06/2025,04/06/2025,1,ARTMS,101480,976,1758,55.52%,Dominion Energy Center,Richmond,United States,,,
04/06/2025,04/06/2025,1,Lenny Kravitz,1421733,14251,15603,91.33%,Movistar Arena,Madrid,Spain,,,
04/06/2025,04/06/2025,1,Maluma,1298351,17228,17228,100%,MEO Arena,Lisbon,Portugal,,,
04/06/2025,04/06/2025,1,MercyMe,271894,6069,6663,91.09%,Addition Financial Arena,Orlando,United States,,,
04/06/2025,04/06/2025,1,Tyler Childers,1477082,13484,13484,100%,Simmons Bank Arena,North Little Rock,United States,,,
04/05/2025,04/05/2025,1,Alejandro Fernández ,563986,4840,6584,73.51%,Foro GNP Seguros,Merida,Mexico,,,
04/05/2025,04/05/2025,1,André Rieu,1335613,11237,11682,96.19%,OVO Hydro,Glasgow,Scotland,,,
04/05/2025,04/05/2025,1,AXE Ceremonia Festival,3982289,43040,43040,100%,Parque Bicentenario,Mexico City,Mexico,,,
04/05/2025,04/05/2025,1,Brooks & Dunn,1092631,11974,11974,100%,Allstate Arena,Rosemont,United States,,,
04/05/2025,04/05/2025,1,Disturbed,989638,11650,11650,100%,PPG Paints Arena,Pittsburgh,United States,,,
04/05/2025,04/05/2025,1,Erreway,510155,7090,7280,97.39%,Antel Arena,Montevideo,Uruguay,,,
04/05/2025,04/05/2025,1,Heart,743170,10894,12941,84.18%,Centre Vidéotron,Quebec City,Canada,,,
04/05/2025,04/05/2025,1,J Balvin,279399,4274,5592,76.43%,Santander Arena,Reading,United States,,,
